ID,Name,Sex,Age,Height,Weight 
4192,Rivomanantsoa Andriamaonju,M,29,186,79
4193,Frdrique Andrianaivo,M,24,176,71
4194,Thomas Tommy Andrianatvoo,M,27,175,105
4195,Ottaviano Andriani,M,34,172,54
4196,Zo Andrianifaha,M,14,165,61
4197,Ioannis Andrianopoulos,M,,,
4198,Nikolay Yefimovich Andrianov,M,19,166,60
4199,Olga Viktorovna Andrianova (-Koryagina),F,27,180,94
4200,Tatyana Valeryevna Andrianova,F,24,176,56
4201,Arkadi Andriasyan,M,25,174,70
4202,Dragan Andri,M,22,192,91
4203,Yevheniya Serhivna Andrieieva,F,24,184,81
4204,Emmanuel Andrieu,M,,,
4205,Louis Andrieux,M,,,
4206,Henri Andrieux,M,20,,
4207,Michel Andrieux,M,25,192,92
4208,Robert Andrieux,M,,,
4209,Gheorghe Andriev,M,20,180,82
4210,Marina Vladimirovna Andrievskaia,F,29,182,66
4211,Valeriy Oleksandrovych Andriitsev,M,25,181,97
4212,Janez Andrijai,M,29,169,69
4213,Paulius Andrijauskas,M,19,189,86
4214,Jnis Valenti Andriksons,M,23,,
4215,Ren Andring,M,20,183,70
4216,Eleni Andriola,F,17,163,45
4217,Spyridon Spyros Andriopoulos,M,33,176,62
4218,Gintaras Andriukeviius,M,29,176,62
4219,Dmytro Andriyev,M,25,,
4220,Aleksandr Leonidovich Andriyevsky,M,29,196,100
4221,Ren Andrle,M,30,178,70
4222,Jan Andrlk,M,23,179,81
4223,Matthieu Androdias,M,22,194,94
4224,Dimitrios James Andromedas,M,,,
4225,Yury Vladimirovich Andronov,M,32,180,68
4226,Aleksandr Ivanovich Androshkin,M,25,167,80
4227,Gennady Ivanovich Androsov,M,17,169,61
4228,Jules Androt,M,,,
4229,Vladimr Andrs,M,27,176,75
4230,John Samuel Andru,M,31,179,79
4231,Alona Anatolivna Andruk,F,25,170,56
4232,Valeriu Andrunache,M,24,197,94
4233,Vyacheslav Dmitriyevich Andrusenko,M,24,194,85
4234,Zbigniew Andruszkiewicz,M,20,190,89
4235,Andryein Tamir,M,18,181,58
4236,Franz Josef Andrysek,M,18,,59
4237,Aleksey Nikolayevich Andryunin,M,25,189,100
4238,Nikolay Andryushchenko,M,21,,
4239,Konstantin Andryushin,M,21,179,72
4240,Yekaterina Sergeyevna Andryushina,F,22,185,70
4241,Leszek Andrzejczak,M,21,176,74
4242,Bohdan Andrzejewski,M,22,186,72
4243,Robert Sebastian Andrzejuk,M,33,179,75
4246,Josu Mirena Andueza Zabaleta,M,19,,
4247,Daniel Andjar Ponce,M,22,182,78
4248,Youndry Andjar de la Cruz,M,26,171,60
4249,Reza Anduz,M,23,178,74
4250,David J. Anear,M,28,175,80
4251,Imtiaz Anees,M,29,158,60
4252,Alain Anen,M,22,,
4253,Paul Anen,M,30,,
4254,Arere Anentia,M,,175,67
4255,Mikhail Anerrapsis,M,,,
4256,Matteo Anesi,M,21,185,81
4257,Krasimir Anev,M,22,174,73
4258,Yordan Anev,M,22,163,57
4259,Epaminonas Anezakis,M,,,
4260,Nikolay Yuryevich Anfimov,M,21,180,80
4261,Kang Keam Anthony Ang,M,17,175,70
4262,Eric Ang,M,37,164,52
4263,Leopoldo B. Ang,M,26,180,55
4264,Ang Peng Siong,M,21,180,75
4265,Halvard Angaard (Andersgaard-),M,25,,
4266,Indra Angad-Gaur,F,34,170,60
4267,Varntan Ioannis Angakatzanian,M,25,160,53
4268,Ral Anganuzzi,M,21,,
4269,Gabriela Angaut,F,20,165,67
4270,Vincent Atchouailou de Paul Angban,M,23,184,74
4271,Isaac Angbo,M,26,,
4272,Roselina Angee,F,14,139,44
4273,Jos Manuel Angel,M,20,,
4274,Jana Marie Angelakis,F,22,162,63
4275,Ivan Angelakov,M,31,,
4276,Adriana Angeles Lozada,F,21,150,48
4277,Darwin Angeles Discua,M,19,164,48
4278,Amedeo Angeli,M,24,,
4279,Manuela Angeli,F,16,172,58
4280,Nikolaos Nikos Angelidis,M,23,183,79
4281,Konstantinos Dinos Angelidis-Khronis,M,27,207,110
4282,Angelo Angelim Bonfietti,M,25,178,
4283,Ellen Angelinawaty,F,24,165,63
4284,Alberto Angelini,M,21,176,85
4285,Andr Angelini,M,,,
4286,Apostolos Angelis,M,20,181,76
4287,Bjarne Angell,M,24,,
4288,Dorothy Ferrell Tommy Angell,F,40,158,59
4289,Paulino Angelino ngelo de Souza,M,19,165,66
4290,Claude Angelo,M,29,,
4291,Juan Diego Angeloni,M,34,168,60
4292,Michela Angeloni,F,21,167,67
4293,Dionysios Angelopoulos,M,23,189,91
4294,Nikolaos Angelopoulos,M,22,180,80
4295,Vasiliki Angelopoulou,F,17,159,49
4296,Pierre Angelot,M,,,
4297,Angel Angelov,M,24,170,63
4298,Ivan Angelov,M,21,191,85
4299,Ivo Serafimov Angelov,M,27,164,60
4300,Khristo Angelov,M,18,,
4301,Petar Angelov,M,20,163,63
4302,Petar Angelov,M,39,,
4303,Petar Ivanov Angelov,M,23,,
4304,Stefan Georgiev Angelov,M,25,152,48
4305,Yordan Angelov,M,26,196,86
4306,Anna I. Angelova (-Atanassov),F,25,176,58
4307,Atanaska Stefanova Angelova (-Dimitrova),F,23,174,75
4308,Nedyalka Boyanova Angelova (-Dacheva),F,23,176,66
4309,Stoyanka Dobreva Angelova,F,24,,
4310,Tonje Angelsen,F,22,179,62
4311,Paul Angenvoorth,M,27,178,64
4312,Alphonse Anger,M,32,,
4313,Frank David Anger,M,25,191,77
4314,Lucia Anger,F,23,168,60
4315,Volker Anger,M,20,156,48
4317,Karl Angerer,M,30,186,99
4318,Klara Angerer,F,19,164,60
4319,Ludwig Angerer,M,41,,
4320,Nadine Marejke Angerer,F,29,174,70
4321,Peter Angerer,M,20,178,73
4322,Tobias Angerer,M,24,179,72
4323,Monique Angermller,F,26,174,72
4324,Stephen Angers,M,23,178,77
4325,Andrei Anghel,M,20,171,74
4326,Elisabeta Anghel,F,28,169,64
4327,Gigel Anghel,M,21,162,60
4328,Grigore Anghel,M,27,,
4329,Tony Angiboust,M,26,177,80
4330,Clarence Victor Angier,M,50,,
4331,Milton Sanford Angier,M,20,180,79
4333,Matteo Angioletti,M,23,162,71
4334,Tarquinio Angiolin,M,24,,
4335,Paolo Angioni,M,26,177,64
4336,Stefano Angioni,M,32,169,66
4337,Michle Angirany,F,26,,
4339,Gottfried Anglberger,M,21,,
4340,Kurt Steven Angle,M,27,178,100
4341,Giorgio Anglesio,M,34,,
4342,Patrick Paddy Anglim,M,23,,
4343,Angot,M,,,
4344,Eugnie Angot (Legrand-),F,34,165,48
4345,Florian Angot,M,31,180,74
4346,Anna Rita Angotzi,F,21,170,50
4347,Benjamin Brou Angoua,M,21,182,72
4348,Heinrich Heiri Angst,M,32,,
4349,Max Angst,M,34,,
4350,Willy Angst,M,22,,
4351,Heriberto Anguiano de la Fuente,M,21,170,
4352,Daniela Anguita Loux,F,21,162,58
4353,Francisco Alberto Angulo Espinosa,M,30,194,88
4354,Alfredo Angulo Lpez,M,21,178,75
4355,Deyanira Angulo Chias,F,17,170,65
4356,Miguel ngel Angulo Valderrey,M,23,175,70
4357,Harold Angus,M,,,
4358,Keith Angus,M,33,170,59
4359,va Angyal,F,21,163,63
4360,Istvn Angyal,M,21,,
4361,Joseph Joe Angyal Jr.,M,31,170,66
4362,Jzsef ngyn,M,34,193,85
4363,Maret Ani,F,22,175,64
4364,Mihaela Ani Senocico,F,26,174,70
4365,Emma Iwebunor Ania,F,28,173,63
4366,Mrio Ramos Dias Sampaio Anbal,M,28,187,89
4367,Damir Ani,M,24,169,64
4368,Franka Ani,F,21,181,67
4369,Victor Chinedu Anichebe,M,20,192,94
4370,Aleksandr Petrovich Anichenko,M,22,178,78
4371,Vitaly Vladimirovich Anichkin,M,23,170,60
4372,Peter Anieke,M,22,180,61
4373,Aleksandr Anikeyev,M,24,,
4374,Yekaterina Yevgenyevna Anikeyeva,F,31,178,63
4375,Nikolay Petrovich Anikin,M,24,,
4376,Yevgeny Anikin,M,22,188,73
4377,Vida Anim,F,16,162,60
4378,Josef Karl Hans (-Joseph Karl Hans) Aniol,M,21,,
4379,Rami Anis,M,25,178,78
4380,Jean Aniset,M,25,166,60
4381,Aleksandr Vladimirovich Anishchenko,M,25,171,85
4382,Anisi,M,23,169,67
4383,Artyom Alekseyevich Anisimov,M,25,192,82
4384,Danil Anisimov,M,23,172,68
4385,Maksim Viktorovich Anisimov,M,22,175,57
4386,Vasyl Ivanovych Anisimov,M,26,180,78
4388,Nataliya Yuryevna Anisimova (Guskova-),F,27,174,70
4389,Nina Valentinovna Anisimova,F,27,180,72
4390,Tatyana Mikhaylovna Anisimova (Poluboyarova-),F,26,172,65
4391,Vera Vasilyevna Anisimova (Mikheyeva-),F,24,167,52
4392,Marina Vyacheslavovna Anissina (-Dzhigurda),F,22,162,52
4393,Herta Anita,F,26,183,82
4394,Georgios Anitsas,M,,,
4395,Subbaiah Anjaparavanda Bopaiah,M,25,169,60
4397,Anjou,M,,,
4398,Alfred Addo Ankamah,M,21,165,65
4399,Victor Edvard Ankarcrona,M,28,,
4400,Hannelore Anke (-Hofmann),F,14,160,52
4401,Majda Ankele (-Samaluk),F,23,167,60
4402,Olivier Anken,M,31,166,73
4405,Jan Geert Ankerman,M,22,,
4406,Ladislav Ankert,M,,,
4407,Emilia Ankiewicz,F,25,178,64
4408,Risto Antero Ankio,M,27,185,75
4409,irts Ankipns,M,30,183,83
4410,Andrija Ankovi,M,23,177,79
4411,Per Axel Ankre,M,24,193,96
4412,Emma Flash Ankudey,M,28,170,67
4413,Ashlee Ankudinoff,F,25,174,67
4414,Justin John Anlezark,M,23,188,127
4415,Ali Annabi,M,20,184,70
4416,Koit Annamaa,M,23,190,101
4417,Alfred Heacock Annan,M,29,,
4418,Alyson Regina Annan,F,19,162,65
4419,Anne Elizabeth Alice Louise Mountbatten-Windsor (-Phillips -Laurence),F,25,167,57
4420,Mame-Ibra Anne,M,26,184,80
4421,Adrien Anneet,M,19,,
4422,Jolanda Annen,F,23,166,56
4423,Martin Annen,M,27,181,98
4424,Roland Annen,M,19,,
4425,Nataliya Valeryevna Annenko,F,23,,
4426,Emile Anner,M,20,166,54
4427,Harry Maxwell Max Annett,M,29,188,88
4428,Jaime Annexy Fajardo,M,24,,
4429,Giovanni Anni,M,24,162,59
4430,Eddy Annijs (-Campstein),M,25,187,73
4431,Georgios Anninos,M,,,
4432,Harold Edward Annison,M,24,183,
4433,Christine Frances Chris Annison-Stanton,F,20,183,67
4434,Izuo Anno,M,22,,
4435,Noriko Anno,F,20,162,76
4436,Pietro Annoni,M,33,,
4437,Tiziano Annoni,M,20,169,70
4438,Alice Annum,F,15,163,44
4439,Adrin Zsolt Annus,M,23,194,118
4440,Augusts Annuss,M,42,,
4441,Peter Anok Kabeni,M,,164,54
4442,Vadim Vladimirovich Anokhin,M,24,192,91
4443,Viktor Fyodorovich Anokhin,M,25,188,81
4444,Yelena Anokhina,F,17,153,52
4445,Isakas Anolikas,M,,,
4446,Bernardo Aor Guillamn,M,20,176,70
4447,Roman Sergeyevich Anoshkin,M,28,192,95
4448,Vitaly Anosov,M,19,180,78
4449,Sajjad Anoushiravani Hamlabad,M,28,192,105
4450,Aleksandre Anpilogovi,M,22,203,96
4451,Grgory Anquetil,M,29,180,80
4452,Jacques Anquetil,M,18,,
4453,Martin Ansa Ortz,M,23,180,70
4454,Chakir Ansari,M,25,168,57
4455,Bjarne Amore Ansbl,M,23,172,72
4456,Helmut Anschtz,M,28,180,65
4457,Daniela Anschtz-Thoms,F,27,165,60
4458,Myrna Crescenda Anselma Plate,F,32,167,52
4459,Stanislas Anselmetti,M,,,
4460,Renato Anselmi,M,32,165,
4461,Karl Anselm Ansn,M,20,,
4462,Michel Ansermet,M,31,178,72
4463,Ren Ansermoz,M,,,
4464,Helge Edvin Anshushaug,M,24,180,73
4465,Maria Elisabeth Georgina Lizzy Ansingh,F,53,,
4466,Giselle Anne Ansley,F,24,176,73
4467,John Anslow,M,29,173,73
4468,Luca Ansoldi,M,24,179,77
4469,Jennifer Anson,F,35,165,63
4471,Henri Lucien Ernest Eugne Anspach,M,29,,
4472,Paul Eugne Albert Anspach,M,26,,
4473,Vincent Anstett,M,34,178,78
4474,Christopher John Chris Anstey,M,25,213,112
4475,Magdalena Ansue Nguema,F,18,,
4476,Patrick R. Antaki,M,41,185,127
4477,Vladimir Ilyich Antakov,M,31,180,80
4478,Dana Antal,F,24,170,64
4479,Dra Antal,F,18,169,62
4480,Eld Gherghely Antal,M,20,170,75
4481,Istvan Antal,M,21,183,87
4482,Jnos Antal,M,23,180,70
4483,Laszlo Charles Antal,M,40,175,86
4484,Rbert Antal (Adler),M,30,,
4485,Zoltn Antal,M,24,189,87
4486,Zsolt Antal,M,21,175,68
4487,Mrta Antal-Rudas,F,23,164,66
4488,Eva Antalecov,F,26,178,65
4489,Ferenc Antalovics,M,23,168,85
4490,Seraphino Antao,M,22,180,75
4491,Zdzisaw Antczak,M,24,188,82
4492,Sandra Patricia Antelo Moreno,F,23,167,54
4493,Antelothanasis,M,,,
4494,Georges Antenen,M,20,,
4495,Meta Antenen (-Mathys),F,19,168,56
4496,Francisco Antequera Alabau,M,20,178,95
4497,Natalie Frances Anter (-Lindley),F,24,165,92
4498,Antero Gonzlez de Audicana Inchaurraga,M,27,,
4499,Adam Antes,M,40,,
4500,Hilde Antes (-Peters),F,23,,
4501,Lissette Alexandra Antes Castillo,F,21,177,58
4502,Annick Anthoine,F,30,170,65
4503,Dborah Jessica Anthonioz,F,27,165,52
4504,Berland Anthony,M,,,
4505,Carmelo Kyan Anthony,M,20,203,109
4506,Darryn Anthony,M,22,172,77
4507,Donald William James Don Anthony,M,28,,
4508,Georges Anthony,M,,,
4509,John Roslyn Anthony,M,39,183,77
4510,Joseph Anthony,M,,,
4511,Mark Anthony,M,18,187,81
4512,Michael Anthony Parris,M,22,173,54
4513,Joseph Anthoon,M,21,,
4514,Marcel Anthoon,M,18,,
4515,Michael E. Mike Anti,M,27,173,73
4516,Nicole Antibe,F,26,187,83
4517,Salvatore Antibo,M,22,170,52
4518,Joseph Anthony Joe Antic,M,29,168,59
4519,Sava Anti,M,26,,
4520,Mnica Antich,F,17,170,63
4521,Stphane Antiga,M,28,200,94
4522,Mikaela Khaidi Heidi Antikatzidis,F,23,153,43
4523,Seema Antil,F,21,182,92
4524,Erkki Lauri Johannes Antila,M,25,183,82
4525,Timo Erkki Antila,M,21,175,70
4526,Edgardo Marcelo Antinori Rodrigues,M,22,,
4527,Vladimir Yuryevich Antipin,M,27,187,92
4528,Yuliya Konstantinovna Antipova,F,21,162,59
4529,Aleksandras Antipovas,M,25,170,62
4530,Gaia Bassani Antivari,F,31,167,60
4531,Aleksy Antkiewicz,M,24,,
4532,John Sren Antman,M,21,189,67
4533,Eduard Antoch,M,,,
4534,Susan Kirsten Antoft (-Finch),F,21,,
4535,Luigi Paolo Antognini,M,33,,
4536,Gheorghe Antohi,M,30,,
4537,LaDonna M. Antoine (-Watkins),F,21,168,61
4538,Matthew Matt Antoine,M,28,190,84
4539,Roger Antoine,M,35,187,82
4540,Jan Antolek,M,23,179,73
4541,Ral A. Antoli,M,,,
4542,Cristina Antoln Fernndez,F,22,160,47
4543,Abel Antn Rodrigo,M,25,178,61
4544,Adina Anton,F,19,172,58
4545,Eleuterio Antn Palacios,M,30,177,61
4546,Franz Anton,M,26,173,70
4547,Jean-Paul Anton,M,20,165,57
4548,Nstor F. Antn Giudice,M,,,
4549,Stavroula Antonakou,F,26,170,57
4550,Franco Antonelli,M,26,173,72
4551,Mariano Antonelli,M,27,169,72
4552,Cosimo Nino Antonelli,M,31,,
4553,Vinicius Biagi Antonelli,M,26,183,82
4554,Oleg Vladimirovich Antonenko,M,26,187,91
4555,Constantin Antonescu,M,33,165,69
4556,Constantin Antoniades,M,32,,
4557,Dimitrios Antoniadis,M,24,180,69
4558,Nikolaos Nikos Antoniadis,M,33,172,80
4559,Stavros Antoniadis,M,,,
4560,S. Antonidas,M,,,
4561,Peter Thomas Antonie,M,30,183,82
4562,Francine Antonietti,F,41,175,56
4563,Micha Antoniewicz (-Woysym),M,30,,
4564,Edvard Antonijevi,M,25,,
4565,Manuel Andr Antonio,M,23,177,69
4566,Nils Antonio,M,33,177,68
4567,Francesco Antonioli,M,22,188,77
4568,Michele Antonioli,M,21,171,69
4569,Mariela Andrea Antoniska Arrondo,F,25,170,70
4570,Alexander Alex Antonitsch,M,22,188,85
4571,Anastasios Antonopoulos,M,,,
4572,Apostolos Antonopoulos,M,21,191,86
4573,Anatoly Antonov,M,,,
4574,Nikolay Yakimov Antonov,M,23,182,80
4575,Oleg Antonov,M,28,198,88
4576,Raychin Antonov,M,24,196,82
4577,Semyon Sergeyevich Antonov,M,23,202,97
4578,Serhiy Antonov,M,35,185,92
4579,Vladislav Nikolayevich Antonov,M,22,179,80
4580,Vladislav Yuryevich Antonov,M,25,164,54
4581,Yaroslav Viktorovich Antonov,M,25,198,95
4582,Aleksandra Ivanovna Antonova,F,20,170,55
4583,Aleksandra Viktorovna Antonova,F,28,160,58
4584,Diana Ivanovna Antonova,F,19,168,50
4585,Olena Anatolivna Antonova,F,24,180,95
4586,Yelena Anatolyevna Antonova,F,21,173,62
4587,Yelena Petrovna Antonova,F,23,180,78
4588,Izabella Antonowicz-Szuszkiewicz,F,22,160,63
4589,Heiko Antons,M,20,184,73
4590,Hans Bertil Augustin Antonsson,M,27,187,100
4591,Hans Yngve Antonsson,M,25,179,79
4592,Jan-Eric Antonsson,M,30,183,84
4593,Yekaterina Anatolyevna Antonyuk,F,23,174,61
4594,Alex Antor Seignourel,M,22,187,85
4595,Mihly Antos,M,,,
4596,Vclav Anto,M,19,,
4597,Tatyana Andreyevna Antoshina,F,29,174,55
4598,Jitka Antoov,F,21,175,73
4599,Lenka Antoov,F,20,177,70
4600,Andrey Mikhaylovich Antropov,M,25,178,72
4601,Nikolay Aleksandrovich Nik Antropov,M,25,197,104
4602,Oegs Antropovs,M,20,193,83
4603,Aleksander Antson,M,24,172,65
4604,Ants Antson,M,25,184,84
4605,Maryna Mykolavna Antsybor,F,22,160,52
4606,Miika Matias Antti-Roiko,M,23,174,94
4607,Kaarlo Johan Jalmari Kalle Anttila,M,32,167,64
4609,Andr Antunes,M,37,168,80
4610,Sara Antunes,F,21,162,50
4611,Duan Antunovi,M,25,190,91
4612,Micha Antuszewicz,M,42,166,72
4613,Nataliya Nikolayevna Antyukh,F,23,182,69
4614,Mohamad Khairul Anuar,M,20,171,75
4615,Andrey Anufriyenko,M,23,178,80
4616,Nataliya Valeryevna Anufriyenko,F,23,173,63
4617,Aleksandr Aleksandrovich Anufriyev,M,26,167,63
4618,Nnamdi Lucky Anusim,M,28,175,71
4619,Abolfazl Anvari,M,30,195,105
4620,Manuela Anwander,F,22,164,67
4621,Jermin Anwar,F,17,161,49
4622,Mohamed Sameh Anwar,M,27,,
4623,Mostafa Anwar,M,22,172,70
4624,Muhammad Anwar,M,29,183,74
4625,Rashid Mian Anwar,M,26,,
4626,Saeed Anwar,M,20,170,71
4627,Shehzana Anwar,F,26,160,55
4628,Mohammad Daoud Anwary,M,22,,
4629,Youssef Anwer,M,28,170,55
4630,Charlemagne Anyamah,M,30,182,83
4631,Myron Anyfantakis,M,20,175,80
4632,Justina Anyiam,F,19,,
4633,David Anyim,M,27,,
4634,Yelena Fyodorovna Anyushina,F,22,,
4635,Stefano Anzi,M,22,178,70
4636,John A. Anzrah,M,29,176,70
4637,Marija Anzulovi,F,31,178,65
4638,Aleksandar Aneli,M,23,,
4639,Ao Changrong,M,25,173,71
4640,Talimeren Ao,M,30,178,
4641,Ao Tegen,M,21,181,90
4642,Chamleunesouk Ao-Oudomphonh,M,25,168,51
4643,Kumao Aochi,M,21,172,60
4644,Seiji Aochi,M,25,167,66
4645,Ai Aoki,F,23,173,59
4646,Chika Aoki,F,26,158,54
4647,Fumiko Aoki,F,25,158,52
4648,Kanae Aoki,F,28,165,60
4649,Masanori Aoki,M,24,168,60
4650,Masayo Aoki,F,16,,
4651,Mayumi Aoki (-Nishiguti),F,19,164,63
4652,Norichika Aoki,M,26,175,80
4653,Sayaka Aoki,F,21,162,50
4654,Tomomi Aoki,F,21,164,55
4655,Yukiyoshi Aoki,M,17,,
4656,Mohamed Aomar,M,,166,59
4657,Noboru Aomi,M,21,180,80
4658,Ryo Aono,M,19,166,60
4659,Reiko Aonuma (-Fujisawa),F,22,181,73
4660,Shinji Aoto,M,21,178,73
4661,Redouane Aouachria,M,26,,
4662,Zouhair Aouad,M,27,175,69
4663,Fatima Aouam,F,28,165,50
4664,Moussa Aouanouk,M,28,173,62
4665,Ibrahim Aoudou,M,28,185,85
4666,Patrice Aouissi,M,26,192,81
4667,Sad Aouita,M,24,175,58
4668,Joseph Aoun,M,30,164,70
4669,Tarek Aouni,M,25,,
4670,Ayari Aoyama,F,14,152,42
4671,Shigeru Aoyama,M,23,187,71
4672,Toru Aoyanagi,M,19,167,65
4673,Oleksandr Valentynovych Apaichev,M,26,187,90
4674,Eref Apak,M,22,184,120
4675,Nikolay Sergeyevich Apalikov,M,29,203,105
4676,Onyekachi Apam,M,21,180,79
4677,Dmitry Borisovich Apanasenko,M,21,192,86
4678,Aleksandr Viktorovich Apanasenok,M,23,192,93
4679,Aleksandra Apanovich (-Klementyeva),F,18,170,65
4680,Jos Aparecido Aparecido dos Santos,M,21,201,88
4681,Jaime Aparicio Rodewalt ,M,18,170,63
4682,Aiva Aparjode,F,28,177,74
4683,Jen Apthy,M,,,
4684,Maurice Apeang,M,20,164,57
4685,Katrin Apel,F,24,172,62
4686,Knut Tore Apeland,M,23,174,67
4687,Ingrid Kristina Apelgren (-Wallgren),F,25,,
4688,Hermann Armand Apell,M,23,,50
4689,Pedro Apellniz Zarrga,M,24,182,82
4690,Klas Filip Cheick Tidjane Apelstav (-Niang),M,20,186,82
4691,Kiradech Aphibarnrat,M,27,172,104
4692,Grace Apiafi,F,29,160,81
4693,Bolad Apithy,M,26,180,78
4694,Ymi Geoffrey Apithy,M,27,192,96
4695,Normunds Aploci,M,22,177,
4696,Richard Jason Rick Apodaca,M,24,195,90
4697,Claudio Apollonio,M,26,,
4698,Tiago Andr Barata Feio Peixoto Apolnia,M,22,185,76
4699,Alexandru Aposteanu,M,26,189,83
4700,Angelica Aposteanu (Chertic-),F,25,175,67
4701,Chira Irina Apostol (-Stoian),F,24,180,78
4702,Constantin Apostol,M,32,,
4703,Ioan Apostol,M,21,191,91
4704,Mihai Apostol,M,25,185,85
4705,Paul Dimitri Apostol,M,26,174,75
4706,Maria Apostolidi,F,15,150,39
4707,Georgios Apostolopoulos,M,,,
4708,Boris Georgiev Apostolov,M,27,,
4709,Ivan Apostolov,M,26,176,72
4710,Stoyan Ivanov Apostolov,M,22,170,69
4711,Viktor Apostolov,M,25,184,115
4712,Elbieta Rozalia Apostolska (-Kamiska),F,20,159,56
4713,Marcelo Apovian,M,19,,
4714,Macauley Appah,M,23,185,90
4715,Jacqueline Appart,F,28,170,59
4716,Abraham Leonardus Bram Appel,M,26,,
4717,Gabriele Marion Gaby Appel (-Reimann),F,26,154,49
4718,Mrcio Appel,M,37,172,73
4719,Sidney Appelboom,M,21,184,72
4720,Tessa Appeldoorn,F,23,177,71
4721,Kent Mikael Appelgren,M,26,178,65
4722,Mikael Appelgren,M,26,191,103
4723,Sabine Appelmans (-Haubourdin),F,20,169,60
4724,Emilia Elisabeth Appelqvist,F,26,168,65
4725,Ernst Oscar Ernfrid Appelqvist (-Applequist),M,23,,
4726,Torvald Appelroth,M,25,,
4727,Nicolas Appels,M,,,
4728,Ingo Appelt,M,26,182,86
4729,Margit Appelt,F,29,169,57
4730,Hildegard Appeltauer,F,20,,
4731,Hans J. Appenzeller,M,37,,
4732,Martha Appiah,F,18,162,55
4733,Stephen Leroy Appiah,M,23,178,77
4734,Frederick Fred Appleby,M,29,164,51
4735,Elizabeth Liz Appleby (-Levin),F,17,,
4736,William Reuben Willie Applegarth,M,21,170,59
4737,Lloyd Otto Appleton,M,22,,
4738,Reuben Recaldo Appleton,M,24,173,67
4739,Gertrude Appleyard (Tuppen-),F,43,,
4740,Ernest Ian Appleyard,M,24,,
4741,Georges Appruzze,M,,,
4742,Gillian Mary Apps,F,22,180,80
4743,Charles Joseph Sylvanus Syl Apps,M,21,,
4744,Pablo Alejandro Aprahamian Bakerdjian,M,30,180,97
4745,Lusapho Lesly April,M,30,172,50
4746,Jzsef Apr,M,31,,
4747,Alice Aprot Nawowuna,F,22,152,54
4748,Andrejs Apstis,M,24,,
4749,Ruth Evelyn Apt Leheimer,F,15,152,50
4750,Vladimer Aptsiauri,M,26,170,72
4751,Salaheddine Aqqal,M,20,168,69
4752,Lino Aquea Guerrero,M,21,,
4754,Nicolas Aquilino,M,19,170,71
4755,Enrique Aquino Busquets,M,30,165,51
4756,Fabio Aquino,M,24,,
4757,Javier Ignacio Aquino Carmona,M,22,165,62
4758,Mariano Aquino,M,19,173,78
4759,scar Alfred Aquino Sandoval,M,22,166,61
4760,Virgilio Ara Perdomo,M,20,,
4761,Ahmed Arab,M,27,172,72
4762,Mostafa Arab,M,23,178,72
4763,Reyhan Arabacolu,M,21,170,77
4764,Dakula Arabani,M,,,
4765,Ryan Paolo Arabejo,M,18,173,63
4766,Claude Henri Ferdinand Dalmas Arabo,M,22,178,73
4767,Patricio Arabolaza Aramburu,M,27,,
4768,Yekaterina Arabova,F,24,165,57
4769,Esteban Aracama Mendiola,M,23,189,82
4770,Valentina Aracil,F,22,156,48
4771,Yael Arad,F,25,,
4772,Lajos Aradi (Kmetyk),M,28,,
4773,Francisco Arado de Armas,M,28,177,71
4774,Rubn Arado Gonzlez,M,21,175,75
4775,Mohamed Al-Naceur Arafat,M,27,190,81
4776,Rababe Arafi,F,25,167,52
4777,Yoshimitsu Aragaki,M,23,155,48
4778,Marcel Abner Pvoa Arago,M,22,180,81
4779,Lorenzo Aragon Armenteros,M,22,163,69
4780,Yosvany Aragn Rodrguez,M,26,186,92
4781,Atsushi Arai,M,22,169,62
4782,Hirooki Arai,M,28,180,62
4783,Marie Arai,F,16,154,45
4784,Masao Arai,M,27,164,64
4785,Nobuo Arai,M,,,
4786,Riichi Arai,M,23,,
4787,Ryohei Arai,M,25,183,96
4788,Satoru Arai,M,24,171,67
4789,Shigeo Arai,M,19,,
4790,Shu Arai,M,29,168,65
4791,Takahiro Arai,M,31,189,95
4792,Toru Arai,F,,,
4793,Yoshinori Arai,M,20,178,74
4794,Yuko Arai,F,22,160,52
4795,Miguel Araico lvarez,M,,173,
4796,Ronalds Arjs,M,20,179,82
4797,Eriko Arakawa,F,24,166,57
4798,Hachiro Arakawa,M,31,172,64
4799,Shizuka Arakawa,F,16,164,50
4800,Daizou Araki,M,28,167,57
4801,Erika Araki,F,24,186,78
4802,Kumi Araki,F,22,153,40
4803,Masahiro Araki,M,30,180,74
4804,Miharu Araki,F,26,161,49
4805,Nobuhiro Araki,M,24,169,72
4806,Toshiaki Araki,M,22,175,67
4807,Yugo Araki,M,35,171,61
4808,Yuko Arakida,F,22,173,67
4809,Nada Mohammed Wafa S Arakji,F,17,163,59
4810,Carlos Aramayo,M,19,,
4811,Manuel Aramayo,M,32,,
4812,Zlatko Arambasic,M,22,178,
4813,Izaskun Aramburu Balda,F,20,170,66
4814,Juan Jos Aramburu Amorena,M,26,170,83
4815,Joseph Arame,M,27,190,87
4816,Zuleima Aramendiz Meja,F,20,172,85
4817,Gary Aramist,M,26,167,63
4818,Zoe Arancini,F,25,170,70
4819,Gilda Aranda Rojas,F,,,
4820,Fidel Humberto Aranda Snchez,M,22,172,67
4821,Idalberto Aranda Quintero,M,21,160,73.5
